華語,台語漢字,臺羅
小琉球鱗球花,圓葉鱗花草,?nn-hio?h-l?n-hue-tsh?u
曲莖蘭嵌馬藍,台東山蘭,T?i-tong-san-l?n
曲莖蘭嵌馬藍,曲稈山蘭,Khiau-ku?inn-suann-l?n
蘭嵌馬藍,細葉山藍,S?-hio?h-suann-l?m
九頭獅子草,九頭獅仔草,K?u-th?u-sai-?-tsh?u
九頭獅子草,烏來獅仔草,U-lai-sai-?-tsh?u
長花九頭獅子草,長花獅仔草,Tn?g-hue-sai-?-tsh?u
台灣明萼草,鼠尾紅,Tsh?-bu?-h?ng
金葉木,金葉木,Kim-hio?h-ba?k
哈哼花,正覆地菊,Tsi?nn-phak-t?-kiok
立鶴花,金魚木,Kim-h?-ba?k
樟葉鄧伯花,月桂藤,Gua?t-ku?-t?n
台灣石吊蘭,石吊蘭,Tsio?h-ti?u-l?n
非洲菫,聖保羅花,S?ng-p?-l?-hue
野菇,土地公枴,Th?-t?-kong-ku?i
野菇,芋菇草,?o-koo-tsh?u
野菇,金鎖匙,Kim-s?-s?
野菇,茶匙?,T?-s?-h?ng
野菇,寄生仔草,Ki?-sinn-?-tsh?u
黃花挖耳草,金魚草,Kim-h?-tsh?u
黃花挖耳草,黃花水棗,N?g-hue-tsu?-ts?
單花牻牛兒苗,單花香葉草,Tuann-hue-hiong-hio?h-tsh?u
山牻牛兒苗,台灣香葉草,T?i-u?n-hiong-hio?h-tsh?u
五歛子,五捻子,G?o-li?m-ts?
五歛子,羊桃,?unn-th?
五歛子,楊桃,?unn-th?
五歛子,楊梅桃,?unn-mu?-th?
五歛子,磟碡,La?k-ta?k
羞禮花,感應草,K?m-?ng-tsh?u
羞禮花,羞禮花,Si?u-l?-hue
山酢醬草,鹽酸仔,I?m-sng-?
酢醬草,山鹽酸,Suann-i?m-sng
酢醬草,鹽酸仔草,I?m-sng-?-tsh?u
酢醬草,鹽酸草,I?m-sng-tsh?u
酢醬草,胡蠅翼,H?o-s?n-si?t
金蓮花,旱荷花,H?n-h?-hue
金蓮花,矮金蓮,?i-kim-li?n
探芹草,田基麻,Tsh?n-ki-mu?
探芹草,假芹菜,K?-kh?n-tsh?i
探芹草,探芹草,Th?m-kh?n-tsh?u
白水木,山埔姜,Suann-poo-kiunn
白水木,山草,Suann-tsh?u
白水木,水草,Tsu?-tsh?u
白水木,銀丹,G?n-tan
臥莖同籬生果草,雙柱紫草,Siang-thi?u-ts?-tsh?u
呂宋破布子,山破布子,Suann-phu?-p?o-ts?
呂宋破布子,破布子,Phu?-p?o-ts?
破布子,破布子,Phu?-p?o-ts?
破布子,破布木,Phu?-p?o-ba?k
破布子,樹子,Tsh?u-ts?
琉璃草,錫蘭大琉璃草,Sik-l?n-tu?-l?u-l?-tsh?u
破布烏,破布烏,Phu?-p?o-oo
破布烏,布布烏樹,P?o-p?o-oo-tsh?u
破布烏,破布烏樹,Phu?-p?o-oo-tsh?u
長葉厚殼樹,山檳榔,Suann-pin-nn?g
長葉厚殼樹,長花厚殼樹,Tn?g-hue-k?u-khak-tsh?u
長葉厚殼樹,軟樟,N?g-tsiunn
滿福木,細葉厚殼樹,S?-hio?h-k?u-khak-tsh?u
滿福木,福滿樹,Hok-mu?-tsh?u
恆春厚殼樹,山檳榔,Suann-pin-nn?g
恆春厚殼樹,台灣厚殼樹,T?i-u?n-k?u-khak-tsh?u
恆春厚殼樹,厚殼仔,K?u-khak-?
厚殼樹,牛骨仔,G?-kut-?
厚殼樹,厚殼仔,K?u-khak-?
厚殼樹,嶺南白蓮茶,Ni?-l?m-pe?h-li?n-t?
狗尾草,母鉤藤,B?-kau-t?n
狗尾草,狗尾蟲草,K?u-bu?-th?ng-tsh?u
狗尾草,金耳墜,Kim-h?nn-tu?
山豆根,本山豆根,P?n-suann-t?u-kin
山豆根,金鎖匙,Kim-s?-s?
山豆根,山豆根,Suann-t?u-kin
冷飯藤,凊飯藤,Tsh?n-pn?g-t?n
假酸漿,碧果草,Phik-k?-tsh?u
苦藍盤,苦林盤,Kh?o-n?-pu?nn
苦藍盤,苦檻藍,Kh?o-l?m-l?m
苦藍盤,甜仔盤,Tinn-?-pu?nn
苦藍盤,義藍盤,G?-n?-pu?nn
頂頭花,團花草,Thu?n-hue-tsh?u
藿香,排香草,P?i-hiunn-tsh?u
禿筋骨草,苦檻藍,Kh?o-l?m-l?m
禿筋骨草,無毛散血草,B?-m?o-su?nn-hueh-tsh?u
日本筋骨草,日本散血草,Ji?t-p?n-su?nn-hueh-tsh?u
金劍草,土牛膝,Th?o-g?u-tshik
金劍草,白紫蘇,Pe?h-ts?-soo
金劍草,茉草,Bua?h-tsh?u
金劍草,蝨母頭,Sat-b?-th?u
金劍草,臭天黃,Tsh?u-thian-h?ng
金劍草,魚針草,H?-tsiam-tsh?u
金劍草,菜草頭,Tsh?i-tsh?u-th?u
塔花,光風輪菜,Kng-hong-l?n-tsh?i
風輪菜,小本夏枯草,Si?-p?n-h?-koo-tsh?u
小鞘蕊花,彩葉草,Tsh?i-hio?h-tsh?u
大馬蹄草,白花仔草,Pe?h-hue-?-tsh?u
大馬蹄草,虎咬?,H?o-k?-h?ng
大馬蹄草,金錢薄荷,Kim-ts?nn-po?k-h?
大馬蹄草,相思草,Siunn-si-tsh?u
大馬蹄草,蕹菜,?ng-tsh?i
台灣楔冠草,球冠草,K?u-kuan-tsh?u
頭花香苦草,白冇骨消,Pe?h-ph?nn-kut-siau
頭花香苦草,紅冇骨消,?ng-ph?nn-kut-siau
頭花香苦草,冇骨消狗母梭,Ph?nn-kut-siau-k?u-b?-so
香苦草,山香,Suann-hiunn
香苦草,狗母梭,K?u-b?-so
香苦草,臭羶子,Tsh?u-hi?n-ts?
香苦草,臭狗梭,Tsh?u-k?u-so
香苦草,假走馬風,K?-ts?u-b?-hong
寶蓋草,抱稈菜,Ph?-ku?inn-tsh?i
寶蓋草,野芫麻,I?-i?n-mu?
華野芫麻,中國續斷,Tiong-kok-sio?k-tu?n
華野芫麻,基隆寶蓋草,Ke-l?ng-p?-ku?-tsh?u
茺蔚,益母草,Ah-b?-tsh?u
白花益母草,白益母草,Pe?h-ah-b?-tsh?u
白花草,金錢薄荷,Kim-ts?nn-po?k-h?
白花草,春草,Tshun-tsh?u
白花草,鼠尾黃,Tsh?-bu?-h?ng
荏,紅紫蘇,?ng-ts?-soo
荏,紫蘇,Ts?-soo
節節紅,尖尾鳳,Tsiam-bu?-h?ng
節節紅,節節紅,Tsat-tsat-?ng
夏枯草,大本夏枯草,Tu?-p?n-h?-koo-tsh?u
夏枯草,夏枯草,H?-koo-tsh?u
向天盞,半枝蓮,Pu?nn-ki-li?n
向天盞,向天盞,Hi?ng-thian-tsu?nn
三腳剪,水芋,Tsu?-?o
三腳剪,鉸剪草,Ka-tsi?n-tsh?u
三腳剪,野慈姑,I?-ts?-koo
三腳剪,三跤剪,Sann-kha-tsi?n
眼子菜,細本虼蚻翼,S?-p?n-ka-tsua?h-si?t
柳絲藻,絲薸,Si-phi?
角果藻,絲葛薸,Si-kuah-phi?
拂尾藻,麈尾薸,S?-b?-phi?
大茨藻,玻璃薸,Po-l?-phi?
大茨藻,茨薸,Tsh?-phi?
小茨藻,雞毛薸,Ke-moo-phi?
中國穿鞘花,東陵草,Tang-l?ng-tsh?u
耳葉鴨跖草,蓬萊鴨跖草,H?ng-l?i-ah-tsioh-tsh?u
圓葉跖草,火炭頭,Hu?-thu?nn-th?u
圓葉跖草,竹葉菜,Tik-hio?h-tsh?i
圓葉跖草,圓葉鴨跖草,?nn-hio?h-ah-tsioh-tsh?u
白竹仔菜,白竹仔菜,Pe?h-tik-?-tsh?i
白竹仔菜,竹仔草,Tik-?-tsh?u
白竹仔菜,竹仔菜,Tik-?-tsh?i
白竹仔菜,竹仔葉,Tik-?-hio?h
白竹仔菜,紅骨竹仔葉,?ng-kut-tik-?-hio?h
大葉鴨跖草,大葉竹仔菜,Tu?-hio?h-tik-?-tsh?i
毛葉鴨舌疝,毛綠藍花草,M?o-li?k-n?-hue-tsh?u
蔓蘘荷,節花草,Tsat-hue-tsh?u
水竹葉,竹頭草,Tik-th?u-tsh?u
細竹篙草,中國水竹葉,Tiong-kok-tsu?-tik-hio?h
細竹篙草,水仙竹,Tsu?-sian-tik
細竹篙草,水竹葉,Tsu?-tik-hio?h
杜若,山薑,Suann-kiunn
杜若,水竹葉,Tsu?-tik-hio?h
杜若,石竹菜,Tsio?h-tik-tsh?i
杜若,竹葉蓮,Tik-hio?h-li?n
杜若,山竹殼菜,Suann-tik-khak-tsh?i
小杜若,石竹葉,Tsio?h-tik-hio?h
印度鞭藤,角仔藤,Kak-?-t?n
印度鞭藤,藤竹仔,T?n-tik-?
印度鞭藤,蘆荻藤,L?o-tik-t?n
桃園草,桃園草,Th?-hn?g-tsh?u
桃園草,黃穀精,N?g-kok-tsing
桃園草,蔥草,Tshang-tsh?u
連萼穀精草,穀精,Kok-tsing
明潭穀精草,水社穀精草,Tsu?-si?-kok-tsing-tsh?u
大葉穀精草,穀精,Kok-tsing
大葉穀精草,穀精子,Kok-tsing-ts?
台灣芭蕉,山弓蕉,Suann-kin-tsio
台灣芭蕉,芭蕉,Pa-tsio
旅人蕉,水木,Tsu?-bo?k
旅人蕉,旅人木,L?-j?n-bo?k
旅人蕉,扇芭蕉,S?nn-pa-tsio
山月桃仔,山月桃仔,Suann-ge?h-th?-?
山月桃仔,七葉蓮,Tshit-hio?h-li?n
山月桃仔,三七,Sam-tshit
山月桃仔,紅三七,?ng-sam-tshit
玉桃,玉桃,Gio?k-th?
玉桃,月桃,Ge?h-th?
玉桃,良姜,Li?ng-khiang
玉桃,虎仔花,H?o-?-hue
鬱金,乙金,It-kim
鬱金,川鬱金,Tshuan-ut-kim
穗花山奈,山奈,Suann-n?i
穗花山奈,立芨,Li?p-ki?p
穗花山奈,蝴蝶薑,?o-tia?p-kiunn
南薑,良薑,Li?ng-kiunn
三奈,三奈,Sann-n?i
薑,茈薑,Ts?nn-kiunn
薑,生薑,Tshenn-kiunn
薑,薑母,Kiunn-b?
薑花,球薑,K?u-kiunn
薑花,薑花,Kiunn-hue
白花曇花,白蓮蕉花,Pe?h-li?n-tsiau-hue
白花曇花,橙紅美人蕉,T?ng-?ng-b?-j?n-tsio
束心蘭,太陽草,Th?i-i?ng-tsh?u
束心蘭,芒,B?ng
束心蘭,粉條兒菜,H?n-ti?u-j?-tsh?i
山蒜,澤蒜,Ti?k-su?n
天門冬,地門冬,T?-b?n-tong
薄葉蜘蛛抱蛋,阿里山蜘蛛抱卵,A-l?-san-ti-tu-ph?-nn?g
桔梗蘭,山菅蘭,Suann-kuann-l?n
桔梗蘭,竹葉蘭,Tik-hio?h-l?n
萬壽竹,石竹銀草,Tsio?h-tik-g?n-tsh?u
萬壽竹,竹山七,Tik-san-tshit
萬壽竹,雞公七,Ke-kang-tshit
山寶鐸花,黃花萬壽竹,N?g-hue-b?n-s?u-tik
銳葉胡麻花,台灣胡麻花,T?i-u?n-?o-mu?-hue
台灣胡麻花,小胡麻花,Si?-?o-mu?-hue
台灣百合,山蒜頭,Suann-su?n-th?u
台灣百合,山蒜瓣,Suann-su?n-p?n
台灣百合,百合,Pik-ha?p
台灣百合,百合花,Pik-ha?p-hue
台灣百合,司公鈃,Sai-kong-giang
台灣百合,司公鈃仔花,Sai-kong-giang-?-hue
台灣百合,高砂百合,Ko-sa-pik-ha?p
台灣百合,野百合,I?-pik-ha?p
鐵砲百合,麝香百合,Si?-hiunn-pik-ha?p
書帶草,細葉麥門冬,S?-hio?h-be?h-b?n-tong
書帶草,沿階草,I?n-kai-tsh?u
書帶草,麥冬,Be?h-tong
書帶草,麥門冬,Be?h-b?n-tong
書帶草,鐵韭菜,Thih-k?-tsh?i
七葉一枝花,七厚蓮,Tshit-k?u-li?n
七葉一枝花,七葉蓮,Tshit-hio?h-li?n
七葉一枝花,青木香,Tshenn-ba?k-hiunn
台灣黃精,阿里山玉竹,A-l?-san-gio?k-tik
台灣黃精,阿里山萎,A-l?-san-ui
台灣黃精,台灣黃精,T?i-u?n-n?g-tsing
萎蕤,地節,T?-tsat
萎蕤,烏女,Oo-l?
萎蕤,玉竹,Gio?k-tik
萎蕤,馬兒花,B?-j?-hue
萎蕤,靠山竹,Kh?-suann-tik
綿棗兒,山纂,Suann-tsu?n
綿棗兒,地棗仔,T?-ts?-?
台灣油點草,溪蕉莧,Khe-tsio-h?ng
台灣油點草,西蕉莧,Sai-tsio-h?ng
台灣藜蘆,山蒜頭,Suann-su?n-th?u
布袋蓮,大水薸,Tu?-tsu?-phi?
布袋蓮,大薸,Tu?-phi?
布袋蓮,洋雨久花,?unn-?-k?u-hua
布袋蓮,浮水蓮花,Ph?-tsu?-li?n-hue
布袋蓮,鳳眼蓮,H?ng-g?n-li?n
布袋蓮,布袋蓮,P?o-t?-li?n
鴨舌草,田芋仔,Tsh?n-?o-?
鴨舌草,甜菜,Tinn-tsh?i
鴨舌草,斛菜,Ha?k-tsh?i
土茯苓,阿里山土茯苓,A-l?-san-th?o-ho?k-l?ng
土茯苓,南蠻土茯苓,L?m-b?n-th?o-ho?k-l?ng
土茯苓,土茯苓,Th?o-ho?k-l?ng
平柄菝契,土茯苓,Th?o-ho?k-l?ng
平柄菝契,鱟殼刺,H?u-khak-tsh?
假菝契,狗骨刺,K?u-kut-tsh?
假菝契,鱟殼刺,H?u-khak-tsh?
菝契,山歸來,Suann-kui-l?i
菝契,狗骨刺,K?u-kut-tsh?
菝契,鱟殼刺,H?u-khak-tsh?
細葉菝契,狗骨刺,K?u-kut-tsh?
細葉菝契,鱟殼刺,H?u-khak-tsh?
禹餘糧,冷飯藤,L?ng-pn?g-t?n
台灣土茯苓,台灣菝契,T?i-u?n-pua?t-kh?
台灣土茯苓,狗骨刺,K?u-kut-tsh?
台灣土茯苓,鱟殼刺,H?u-khak-tsh?
山何首烏,台灣山馬薺,T?i-u?n-suann-b?-ts?
玉山菝契,薄葉菝契,Po?h-hio?h-pua?t-kh?
玉山菝契,狗骨刺,K?u-kut-tsh?
玉山菝契,鱟殼刺,H?u-khak-tsh?
石菖蒲,石菖,Tsio?h-tshiong
石菖蒲,昌陽,Tshiong-i?ng
石菖蒲,鐵蘭,Thih-l?n
石菖蒲,蕘韭,Gi?u-k?u
台灣姑婆芋,大葉姑婆芋,Tu?-hio?h-koo-p?-?o
台灣姑婆芋,番芋,Huan-?o
姑婆芋,山芋,Suann-?o
姑婆芋,海芋,H?i-?o
姑婆芋,細葉姑婆芋,S?-hio?h-koo-p?-?o
姑婆芋,廣東萬年青,K?g-tang-b?n-n?-tshing
姑婆芋,觀音蓮,Kuan-im-li?n
長形天南星,長尾葉天南星,Tn?g-bu?-hio?h-thian-l?m-sing
長形天南星,雷公銃,Lu?-kong-tsh?ng
申跋,小天南星,Si?-thian-l?m-sing
申跋,由跋,?u-pua?h
申跋,油跋,?u-pua?h
申跋,阿里山天南星,A-l?-san-thian-l?m-sing
山芋,台灣青芋,T?i-u?n-tshenn-?o
山芋,青芋,Tshenn-?o
山芋,山芋,Suann-?o
台灣拎樹藤,台灣萬年藤,T?i-u?n-b?n-n?-t?n
台灣拎樹藤,台灣拎樹藤,T?i-u?n-l?ng-tsh?u-t?n
台灣拎樹藤,台灣麒麟菜,T?i-u?n-k?-l?n-tsh?i
拎樹藤,�Z樹藤,Peh-tsh?u-t?n
拎樹藤,青龍纏柱,Tshenn-l?ng-t?nn-thi?u
拎樹藤,萬年青,B?n-n?-tshing
半夏,半夏,Pu?n-h?
大萍,大蓮,Tu?-li?n
大萍,大蕊薸,Tu?-lu?-phi?
大萍,大薸,Tu?-phi?
大萍,水蓮,Tsu?-li?n
大萍,水芙蓉,Tsu?-ph?-i?ng
大萍,浮水蓮花,Ph?-tsu?-li?n-hue
大萍,水葫蘆,Tsu?-h?o-l?o
瑕柚葉藤,擬柚葉藤,G?-?u-hio?h-t?n
土半夏,半夏,Pu?n-h?
土半夏,青半夏,Tshenn-pu?n-h?
土半夏,犁頭草,L?-th?u-tsh?u
土半夏,蕹菜?,?ng-tsh?i-h?ng
青萍,薸,Phi?
品藻,水遍地錦,Tsu?-pi?n-t?-g?m
水萍,水遍地錦,Tsu?-pi?n-t?-g?m
水萍,紅殼薸,?ng-khak-phi?
水萍,浮薸,Ph?-phi?
水萍,薸,Phi?
水萍,水薸,Tsu?-phi?
水萍,田薸,Tsh?n-phi?
水萍,紫薸,Ts?-phi?
無根萍,水蚤薸,Tsu?-ts?u-phi?
無根萍,卵薸,Nn?g-phi?
香蒲,水燭,Tsu?-tsik
文珠蘭,允水蕉,?n-tsu?-tsio
文珠蘭,引水蕉,?n-tsu?-tsio
文珠蘭,文殊蕉,B?n-s?-tsio
龍爪花,山金針,Suann-kim-tsiam
龍爪花,老鴉蒜,L?u-a-su?n
龍爪花,金花石蒜,Kim-hue-tsio?h-su?n
龍爪花,萬羅花,B?n-l?-hue
龍爪花,山金針,Suann-kim-tsiam
龍爪花,石蒜,Tsio?h-su?n
龍爪花,龍爪花,L?ng-ji?u-hue
石蒜,虼蚻花,Ka-tsua?h-hue
石蒜,石蒜,Tsio?h-su?n
石蒜,紅花石蒜,?ng-hue-tsio?h-su?n
台灣鳶尾,台灣蝶仔花,T?i-u?n-ia?h-?-hue
台灣鳶尾,土知母,Th?o-ti-b?
台灣鳶尾,馬纓花,B?-iann-hue
台灣鳶尾,鳳尾花,H?ng-bu?-hue
白花射干,白尾蝶花,Pe?h-bu?-ia?h-hue
白花射干,蝶仔花,Ia?h-?-hue
燕子花,白菖蒲,Pe?h-tshiong-p?o
百部,大順筋藤,Tu?-s?n-kun-t?n
大薯,田薯,Tsh?n-ts?
大薯,罐薯,Ku?n-ts?
紅大薯,柱薯,Thi?u-ts?
紅大薯,紫田薯,Ts?-tsh?n-ts?
家山藥,田薯,Tsh?n-ts?
家山藥,佛掌薯,Hu?t-tsi?ng-ts?
家山藥,淮山,Hu?i-san
家山藥,長薯,Tn?g-ts?
家山藥,大薯,Tu?-ts?
家山藥,山藥薯,Suann-io?h-ts?
家山藥,長山藥,Tn?g-suann-io?h
大青薯,山藥薯,Suann-io?h-ts?
大青薯,田薯,Tsh?n-ts?
山芋,山慈姑,Suann-ts?-koo
山芋,獨黃,To?k-h?ng
山芋,山芋,Suann-?o
大苦薯,白薯榔,Pe?h-ts?-nn?g
基隆野山藥,山藥薯,Suann-io?h-ts?
基隆野山藥,鐵樹,Thih-tsh?u
裡白葉薯榔,薯榔,Ts?-nn?g
裡白葉薯榔,薯榔藤,Ts?-nn?g-t?n
朱蕉,鐵樹,Thih-tsh?u
絲蘭,刺葉王蘭,Tsh?-hio?h-?ng-l?n
絲蘭,美國波羅花,B?-kok-pho-l?-hue
檳榔,菁仔,Tshenn-?
檳榔,菁仔子,Tshenn-?-ts?
檳榔,菁仔欉,Tshenn-?-ts?ng
檳榔,檳榔子,Pin-nn?g-ts?
叢立檳榔子,欉立檳榔,Ts?ng-li?p-pin-nn?g
山棕,虎尾棕,H?o-bu?-tsang
山棕,棕節,Tsang-tsat
山棕,桄榔子,Kong-l?ng-ts?
水藤,塗藤,Th?o-t?n
黃椰子,散尾葵,Su?nn-bu?-khu?
黃椰子,黃蝶椰子,N?g-ia?h-i?-ts?
椰子,可可椰子,Kh?-kh?-i?-ts?
椰子,椰,I?
椰子,椰子樹,I?-ts?-tsh?u
椰子,椰樹,I?-tsh?u
椰子,椰薸,I?-phi?
黃藤,省藤,S?ng-t?n
黃藤,藤,T?n
扇葉蒲葵,木葵,Ba?k-khu?
扇葉蒲葵,蒲葵,P?o-ku?
台灣海棗,?榔,Khong-l?ng
台灣海棗,桄榔,Kong-l?ng
觀音棕竹,大葉枴仔棕,Tu?-hio?h-ku?i-?-tsang
觀音棕竹,琉球竹,L?u-k?u-tik
觀音棕竹,筋頭竹,Kun-th?u-tik
觀音棕竹,觀音竹,Kuan-im-tik
筋頭竹,細葉枴仔棕,S?-hio?h-ku?i-?-tsang
筋頭竹,棕櫚竹,Tsang-l?-tik
棕櫚,棕櫚,Tsang-l?
棕櫚,棕,Tsang
棕櫚,棕樹,Tsang-tsh?u
山露兜,山林投,Suann-n?-t?u
山露兜,林投舅,N?-t?u-k?
華露兜,林投,N?-t?u
仙茅,山烏麻,Suann-oo-mu?
仙茅,冬蟲草,Tong-thi?ng-tsh?u
仙茅,本人參,P?n-j?n-sim
小金梅葉,小金梅草,Si?-kim-mu?-tsh?u
小金梅葉,山韭菜,Suann-k?-tsh?i
田蔥,田蔥,Tsh?n-tshang
長葉假萬代蘭,台灣厚脣蘭,T?i-u?n-k?u-t?n-l?n
長葉假萬代蘭,假萬代蘭,K?-b?n-t?i-l?n
長葉假萬代蘭,蕉蘭,Tsio-l?n
一葉鍾旭蘭,台灣葵蘭,T?i-u?n-khu?-l?n
台灣金線蓮,本山石松,P?n-suann-tsio?h-si?ng
台灣金線蓮,金線蓮,Kim-su?nn-li?n
台灣金線蓮,金錢仔草,Kim-ts?nn-?-tsh?u
台灣金線蓮,倚哇草,U?-ua-tsh?u
台灣金線蓮,樹草蓮,Tsh?u-tsh?u-li?n
單囊開脣蘭,假金線蓮,K?-kim-su?nn-li?n
高雄金線蓮,恆春金線蓮,H?ng-tshun-kim-su?nn-li?n
山林無葉蘭,紫紋無葉蘭,Ts?-b?n-b?-hio?h-l?n
山林無葉蘭,菫菜無葉蘭,K?n-tsh?i-b?-hio?h-l?n
竹葉蘭,台灣竹節蘭,T?i-u?n-tik-tsat-l?n
竹葉蘭,蘭嶼竹節蘭,L?n-s?-tik-tsat-l?n
假腎藥蘭,細花腎藥蘭,S?-hue-s?n-io?h-l?n
假腎藥蘭,龍爪蘭,L?ng-ji?u-l?n
葦草蘭,鳥仔草,Tsi?u-?-tsh?u
台灣白及,玉山白芨,Gio?k-suann-pe?h-ki?p
細豆蘭,小豆蘭,Si?-t?u-l?n
花蓮捲瓣蘭,朱紅冠毛蘭,Tsu-?ng-kuan-m?o-l?n
烏來捲瓣蘭,一枝瘤,It-ki-l?u
阿里山豆蘭,百合豆蘭,Pik-ha?p-t?u-l?n
高山頭蕊蘭,高山金蘭,Ko-suann-kim-l?n
阿里山指柱蘭,阿里山無葉蘭,A-l?-san-b?-hio?h-l?n
台灣黃脣蘭,台灣金舌蘭,T?i-u?n-kim-tsi?h-l?n
台灣黃脣蘭,金蟬蘭,Kim-si?n-l?n
虎紋蘭,大蜈蚣蘭,Tu?-gi?-kang-l?n
虎紋蘭,台灣蜈蚣蘭,T?i-u?n-gi?-kang-l?n
虎紋蘭,烏來虎紋蘭,U-lai-h?o-b?n-l?n
烏來閉口蘭,小蜈蚣蘭,Si?-gi?-kang-l?n
烏來閉口蘭,烏來蜈蚣蘭,U-lai-gi?-kang-l?n
綠花凹舌蘭,窩舌草,O-tsi?h-tsh?u
台灣柯麗白蘭,台灣柯麗比蘭,T?i-u?n-kho-l?-p?-l?n
鳳蘭,鳳蘭,H?ng-l?n
建蘭,大菁蘭,Tu?-tshenn-l?n
建蘭,金包里素心蘭,Kim-pau-l?-s?o-sim-l?n
建蘭,素心蘭,S?o-sim-l?n
素心蘭,金包里素心蘭,Kim-pau-l?-s?o-sim-l?n
素心蘭,建蘭,Ki?n-l?n
素心蘭,觀音素心蘭,Kuan-im-s?o-sim-l?n
九華蘭,追分蘭,Tui-hun-l?n
綠花竹柏蘭,綠花竹葉蘭,Li?k-hue-tik-hio?h-l?n
寒蘭,草蘭,Tsh?u-l?n
金稜邊蘭,九節蘭,K?u-tsat-l?n
金稜邊蘭,台灣金稜邊,T?i-u?n-kim-l?ng-pinn
金稜邊蘭,朱蘭,Tsu-l?n
金稜邊蘭,金稜蘭,Kim-l?ng-l?n
金稜邊蘭,金龍邊,Kim-li?ng-pinn
金稜邊蘭,長壽蘭,Ti?ng-s?u-l?n
金稜邊蘭,夏蘭,H?-l?n
金稜邊蘭,紫蘭,Ts?-l?n
報歲蘭,拜歲蘭,P?i-su?-l?n
報歲蘭,報歲蘭,P?-su?-l?n
報歲蘭,獻歲蘭,Hi?n-su?-l?n
菅草蘭,洗水素心,S?-tsu?-s?o-sim
菅草蘭,菅草蘭,Kuann-tsh?u-l?n
日本喜普鞋蘭,一點紅,It-ti?m-h?ng
巒大石斛,接骨草,Tsiap-kut-tsh?u
金草蘭,木斛,Bo?k-ha?k
金草蘭,接骨草,Tsiap-kut-tsh?u
鴿石斛,木斛,Bo?k-ha?k
鴿石斛,石斛,Tsio?h-ha?k
鴿石斛,接骨草,Tsiap-kut-tsh?u
新竹石斛,紅鸝石斛,?ng-l?-tsio?h-ha?k
新竹石斛,紅鸝接骨草,?ng-l?-tsiap-kut-tsh?u
細莖石斛,紅稈石斛,?ng-ku?inn-tsio?h-ha?k
細莖石斛,紅稈接骨草,?ng-ku?inn-tsiap-kut-tsh?u
櫻石斛,金石斛,Kim-tsio?h-ha?k
櫻石斛,金接骨草,Kim-tsiap-kut-tsh?u
石斛,石蘭,Tsio?h-l?n
石斛,接骨草,Tsiap-kut-tsh?u
連珠石斛,中原氏石斛,Tiong-gu?n-s?-tsio?h-ha?k
連珠石斛,接骨草,Tsiap-kut-tsh?u
黃穗蘭,穗花蘭,Su?-hue-l?n
倒吊蘭,倒垂蘭,T?-su?-l?n
倒吊蘭,烏來倒吊蘭,U-lai-t?-ti?u-l?n
倒吊蘭,高士佛倒垂蘭,Ko-s?-hu?t-t?-su?-l?n
倒吊蘭,黃吊蘭,N?g-ti?u-l?n
倒吊蘭,黃花吊蘭,N?g-hue-ti?u-l?n
高士佛上鬚蘭,高士佛無葉蘭,Ko-s?-hu?t-b?-hio?h-l?n
高士佛上鬚蘭,無葉高士佛蘭,B?-hio?h-ko-s?-hu?t-l?n
黃絨蘭,大絨蘭,Tu?-ji?ng-l?n
黃絨蘭,絨蘭,Ji?ng-l?n
黃絨蘭,穗花絨蘭,Su?-hue-ji?ng-l?n
大腳筒蘭,大跤蘭,Tu?-kha-l?n
大腳筒蘭,卵絨蘭,Nn?g-ji?ng-l?n
大腳筒蘭,無節絨蘭,B?-tsat-ji?ng-l?n
樹絨蘭,毛赤色毛花蘭,M?o-tshiah-sik-m?o-hue-l?n
樹絨蘭,垂花絨蘭,Su?-hue-ji?ng-l?n
樹絨蘭,絨蘭,Ji?ng-l?n
連珠絨蘭,松田絨蘭,Si?ng-ti?n-ji?ng-l?n
連珠絨蘭,阿里山絨蘭,A-l?-san-ji?ng-l?n
連珠絨蘭,高山絨蘭,Ko-suann-ji?ng-l?n
連珠絨蘭,連珠絨蘭,Li?n-tsu-ji?ng-l?n
連珠絨蘭,絨蘭,Ji?ng-l?n
潤葉細筆蘭,小脣蘭,Si?-t?n-l?n
庫氏山珊瑚,直立山珊瑚,Ti?t-li?p-suann-san-?o
銀線蓮,假金線蓮,K?-kim-su?nn-li?n
短穗斑葉蘭,童山白蘭,T?ng-suann-pe?h-l?n
穗花斑葉蘭,正溪蕉,Tsi?nn-khe-tsio
穗花斑葉蘭,正溪蘭,Tsi?nn-khe-l?n
綠花斑葉蘭,鳥喙斑葉蘭,Tsi?u-tshu?-pan-hio?h-l?n
草山綠花斑葉蘭,小斑葉蘭,Si?-pan-hio?h-l?n
白鳳蘭,大鷺草,Tu?-l?o-tsh?u
白鳳蘭,玉鳳草,Gio?k-h?ng-tsh?u
白鳳蘭,白花玉鳳草,Pe?h-hue-gio?k-h?ng-tsh?u
白鳳蘭,東埔玉鳳草,Tang-poo-gio?k-h?ng-tsh?u
白鳳蘭,東埔白鳳蘭,Tang-poo-pe?h-h?ng-l?n
白鳳蘭,白鳳蘭,Pe?h-h?ng-l?n
鵝毛玉鳳蘭,台灣玉鳳蘭,T?i-u?n-gio?k-h?ng-l?n
